Chord Name,Chord Type,Ft-E,Ft-A,Ft-D,Ft-G,Ft-B,Ft-e,Fg-E,Fg-A,Fg-D,Fg-G,Fg-B,Fg-e,Fn-E,Fn-A,Fn-D,Fn-G,Fn-B,Fn-e,Fi-E,Fi-A,Fi-D,Fi-G,Fi-B,Fi-e,Fret Positions,Finger Positions,Notes,Sorted Intervals,Grouping
Em6,m6,12,x,11,12,12,x,2,x,1,3,4,x,E,,Db,G,B,,1,,6,b3,5,,12-x-11-12-12-x,2-x-1-3-4-x,E Db G B,1 b3 5 6 ,
Em6,m6,x,7,5,6,5,7,x,3,1,2,1,4,,E,G,Db,E,B,,1,b3,6,1,5,x-7-5-6-5-7,x-3-1-2-1-4,E G Db E B,1 b3 5 6 ,
Em6,m6,x,x,2,4,2,3,x,x,1,3,1,2,,,E,B,Db,G,,,1,5,6,b3,x-x-2-4-2-3,x-x-1-3-1-2,E B Db G,1 b3 5 6 ,
Em6/9,m6/9,0,2,2,0,2,2,0,1,2,0,3,4,E,B,E,G,Db,Gb,1,5,1,b3,6,2,0-2-2-0-2-2,0-1-2-0-3-4,E B E G Db Gb,1 2 b3 5 6 ,
Em6/9,m6/9,x,7,5,6,7,x,x,3,1,2,4,x,,E,G,Db,Gb,,,1,b3,6,2,,x-7-5-6-7-x,x-3-1-2-4-x,E G Db Gb,1 2 b3 6 ,
Em6/9,m6/9,x,10,11,11,12,12,x,1,2,3,4,4,,G,Db,Gb,B,E,,b3,6,2,5,1,x-10-11-11-12-12,x-1-2-3-4-4,G Db Gb B E,1 2 b3 5 6 ,
Em6/9,m6/9,x,10,x,9,7,9,x,4,x,2,1,3,,G,,E,Gb,Db,,b3,,1,2,6,x-10-x-9-7-9,x-4-x-2-1-3,G E Gb Db,1 2 b3 6 ,
Em6/9,m6/9,x,x,14,12,14,14,x,x,2,1,3,4,,,E,G,Db,Gb,,,1,b3,6,2,x-x-14-12-14-14,x-x-2-1-3-4,E G Db Gb,1 2 b3 6 ,
Em7,m7,0,2,0,0,0,0,0,2,0,0,0,0,E,B,D,G,B,E,1,5,b7,b3,5,1,0-2-0-0-0-0,0-2-0-0-0-0,E B D G B E,1 b3 5 b7 ,
Em7,m7,0,2,2,0,3,0,0,2,3,0,4,0,E,B,E,G,D,E,1,5,1,b3,b7,1,0-2-2-0-3-0,0-2-3-0-4-0,E B E G D E,1 b3 5 b7 ,
Em7,m7,0,2,2,0,4,0,0,2,3,0,4,0,E,B,E,G,Eb,E,1,5,1,b3,7,1,0-2-2-0-4-0,0-2-3-0-4-0,E B E G Eb E,1 b3 5 7 ,
Em7,m7,12,14,12,12,12,12,1,3,1,1,1,1,E,B,D,G,B,E,1,5,b7,b3,5,1,12-14-12-12-12-12,1-3-1-1-1-1,E B D G B E,1 b3 5 b7 ,
Em7,m7,12,x,12,12,12,x,2,x,3,3,3,x,E,,D,G,B,,1,,b7,b3,5,,12-x-12-12-12-x,2-x-3-3-3-x,E D G B,1 b3 5 b7 ,
Em7,m7,x,7,9,7,8,7,x,1,3,1,2,1,,E,B,D,G,B,,1,5,b7,b3,5,x-7-9-7-8-7,x-1-3-1-2-1,E B D G B,1 b3 5 b7 ,
Em7,m7,x,x,2,4,3,3,x,x,1,4,2,3,,,E,B,D,G,,,1,5,b7,b3,x-x-2-4-3-3,x-x-1-4-2-3,E B D G,1 b3 5 b7 ,
Em7b5,m7b5,12,x,12,12,11,x,2,x,3,4,1,x,E,,D,G,Bb,,1,,b7,b3,b5,,12-x-12-12-11-x,2-x-3-4-1-x,E D G Bb,1 b3 b5 b7 ,
Em7b5,m7b5,x,7,5,7,5,6,x,3,1,4,1,2,,E,G,D,E,Bb,,1,b3,b7,1,b5,x-7-5-7-5-6,x-3-1-4-1-2,E G D E Bb,1 b3 b5 b7 ,
Em7b5,m7b5,x,7,8,7,8,x,x,1,3,2,4,x,,E,Bb,D,G,,,1,b5,b7,b3,,x-7-8-7-8-x,x-1-3-2-4-x,E Bb D G,1 b3 b5 b7 ,
Em7b5,m7b5,x,10,8,9,8,10,x,3,1,2,1,4,,G,Bb,E,G,D,,b3,b5,1,b3,b7,x-10-8-9-8-10,x-3-1-2-1-4,G Bb E G D,1 b3 b5 b7 ,
Em7b5,m7b5,x,x,2,3,3,3,0,0,1,2,3,4,,,E,Bb,D,G,,,1,b5,b7,b3,x-x-2-3-3-3,0-0-1-2-3-4,E Bb D G,1 b3 b5 b7 ,
Em7b5,m7b5,x,x,2,3,3,3,x,x,1,3,3,3,,,E,Bb,D,G,,,1,b5,b7,b3,x-x-2-3-3-3,x-x-1-3-3-3,E Bb D G,1 b3 b5 b7 ,
Em9,m9,0,2,0,0,0,2,0,1,0,0,0,2,E,B,D,G,B,Gb,1,5,b7,b3,5,2,0-2-0-0-0-2,0-1-0-0-0-2,E B D G B Gb,1 2 b3 5 b7 ,
Em9,m9,0,2,0,0,0,2,0,2,0,0,0,3,E,B,D,G,B,Gb,1,5,b7,b3,5,2,0-2-0-0-0-2,0-2-0-0-0-3,E B D G B Gb,1 2 b3 5 b7 ,
Em9,m9,12,14,12,12,15,14,1,2,1,1,4,3,E,B,D,G,D,Gb,1,5,b7,b3,b7,2,12-14-12-12-15-14,1-2-1-1-4-3,E B D G D Gb,1 2 b3 5 b7 ,
Em9,m9,x,7,5,7,7,x,x,2,1,3,4,x,,E,G,D,Gb,,,1,b3,b7,2,,x-7-5-7-7-x,x-2-1-3-4-x,E G D Gb,1 2 b3 b7 ,
Em9,m9,x,10,x,11,12,10,x,1,x,3,4,2,,G,,Gb,B,D,,b3,,2,5,b7,x-10-x-11-12-10,x-1-x-3-4-2,G Gb B D,2 b3 5 b7 ,
Em9,m9,x,x,12,12,12,14,x,x,1,1,1,3,,,D,G,B,Gb,,,b7,b3,5,2,x-x-12-12-12-14,x-x-1-1-1-3,D G B Gb,2 b3 5 b7 ,
Em9(maj7),m9(maj7),0,2,1,0,0,2,0,2,1,0,0,3,E,B,Eb,G,B,Gb,1,5,7,b3,5,2,0-2-1-0-0-2,0-2-1-0-0-3,E B Eb G B Gb,1 2 b3 5 7 ,
Em9(maj7),m9(maj7),1,x,4,4,4,x,1,x,2,3,4,x,F,,Gb,B,Eb,,b2,,2,5,7,,1-x-4-4-4-x,1-x-2-3-4-x,F Gb B Eb,b2 2 5 7 ,
Em9(maj7),m9(maj7),12,14,13,12,12,14,1,3,2,1,1,4,E,B,Eb,G,B,Gb,1,5,7,b3,5,2,12-14-13-12-12-14,1-3-2-1-1-4,E B Eb G B Gb,1 2 b3 5 7 ,
Em9(maj7),m9(maj7),x,7,5,8,7,x,x,2,1,4,3,x,,E,G,Eb,Gb,,,1,b3,7,2,,x-7-5-8-7-x,x-2-1-4-3-x,E G Eb Gb,1 2 b3 7 ,
Em9(maj7),m9(maj7),x,10,9,8,7,7,x,4,3,2,1,1,,G,B,Eb,Gb,B,,b3,5,7,2,5,x-10-9-8-7-7,x-4-3-2-1-1,G B Eb Gb B,2 b3 5 7 ,
Em9b5,m9b5,0,1,0,0,3,2,0,1,0,0,3,2,E,Bb,D,G,D,Gb,1,b5,b7,b3,b7,2,0-1-0-0-3-2,0-1-0-0-3-2,E Bb D G D Gb,1 2 b3 b5 b7 ,
Em9b5,m9b5,3,x,4,3,3,x,1,x,4,2,3,x,G,,Gb,Bb,D,,b3,,2,b5,b7,,3-x-4-3-3-x,1-x-4-2-3-x,G Gb Bb D,2 b3 b5 b7 ,
Em9b5,m9b5,12,13,12,12,15,14,1,2,1,1,4,3,E,Bb,D,G,D,Gb,1,b5,b7,b3,b7,2,12-13-12-12-15-14,1-2-1-1-4-3,E Bb D G D Gb,1 2 b3 b5 b7 ,
Em9b5,m9b5,x,9,8,7,8,x,x,4,2,1,3,x,,Gb,Bb,D,G,,,2,b5,b7,b3,,x-9-8-7-8-x,x-4-2-1-3-x,Gb Bb D G,2 b3 b5 b7 ,
Em9b5,m9b5,x,x,5,7,7,6,x,x,1,3,4,2,,,G,D,Gb,Bb,,,b3,b7,2,b5,x-x-5-7-7-6,x-x-1-3-4-2,G D Gb Bb,2 b3 b5 b7 ,
Emaj13,maj13,0,2,1,1,2,2,0,2,1,1,3,4,E,B,Eb,Ab,Db,Gb,1,5,7,3,6,2,0-2-1-1-2-2,0-2-1-1-3-4,E B Eb Ab Db Gb,1 2 3 5 6 7 ,
Emaj13,maj13,12,11,11,11,12,11,2,1,1,1,3,1,E,Ab,Db,Gb,B,Eb,1,3,6,2,5,7,12-11-11-11-12-11,2-1-1-1-3-1,E Ab Db Gb B Eb,1 2 3 5 6 7 ,
Emaj13,maj13,x,7,6,6,4,x,x,4,2,3,1,x,,E,Ab,Db,Eb,,,1,3,6,7,,x-7-6-6-4-x,x-4-2-3-1-x,E Ab Db Eb,1 3 6 7 ,
Emaj13,maj13,x,7,x,8,9,9,x,1,x,2,3,4,,E,,Eb,Ab,Db,,1,,7,3,6,x-7-x-8-9-9,x-1-x-2-3-4,E Eb Ab Db,1 3 6 7 ,
Emaj13,maj13,x,x,11,9,9,11,x,x,3,1,1,4,,,Db,E,Ab,Eb,,,6,1,3,7,x-x-11-9-9-11,x-x-3-1-1-4,Db E Ab Eb,1 3 6 7 ,
Emaj7,maj7,0,2,1,1,0,0,0,3,1,2,0,0,E,B,Eb,Ab,B,E,1,5,7,3,5,1,0-2-1-1-0-0,0-3-1-2-0-0,E B Eb Ab B E,1 3 5 7 ,
Emaj7,maj7,x,x,6,8,5,7,x,x,2,4,1,3,,,Ab,Eb,E,B,,,3,7,1,5,x-x-6-8-5-7,x-x-2-4-1-3,Ab Eb E B,1 3 5 7 ,
Emaj7,maj7,7,x,6,9,x,11,x,x,1,2,3,4,B,,Ab,E,,Eb,5,,3,1,,7,7-x-6-9-x-11,x-x-1-2-3-4,B Ab E Eb,1 3 5 7 ,
Emaj7,maj7,x,x,13,9,9,7,x,x,4,2,2,1,,,Eb,E,Ab,B,,,7,1,3,5,x-x-13-9-9-7,x-x-4-2-2-1,Eb E Ab B,1 3 5 7 ,
Emaj7,maj7,12,x,13,13,12,x,1,x,3,4,2,x,E,,Eb,Ab,B,,1,,7,3,5,,12-x-13-13-12-x,1-x-3-4-2-x,E Eb Ab B,1 3 5 7 ,
Emaj7,maj7,x,7,9,8,9,7,x,1,3,2,4,1,,E,B,Eb,Ab,B,,1,5,7,3,5,x-7-9-8-9-7,x-1-3-2-4-1,E B Eb Ab B,1 3 5 7 ,
Emaj7,maj7,x,x,2,4,4,4,x,x,1,3,3,3,,,E,B,Eb,Ab,,,1,5,7,3,x-x-2-4-4-4,x-x-1-3-3-3,E B Eb Ab,1 3 5 7 ,
Emaj7,maj7,x,x,14,13,12,11,x,x,4,3,2,1,,,E,Ab,B,Eb,,,1,3,5,7,x-x-14-13-12-11,x-x-4-3-2-1,E Ab B Eb,1 3 5 7 ,
Emaj7#11,maj7#11,0,2,2,3,4,4,0,1,1,3,4,4,E,B,E,Bb,Eb,Ab,1,5,1,b5,7,3,0-2-2-3-4-4,0-1-1-3-4-4,E B E Bb Eb Ab,1 3 b5 5 7 ,
Emaj7#11,maj7#11,12,x,13,13,11,x,2,x,3,4,1,x,E,,Eb,Ab,Bb,,1,,7,3,b5,,12-x-13-13-11-x,2-x-3-4-1-x,E Eb Ab Bb,1 3 b5 7 ,
Emaj7#11,maj7#11,x,7,6,8,9,6,x,2,1,3,4,1,,E,Ab,Eb,Ab,Bb,,1,3,7,3,b5,x-7-6-8-9-6,x-2-1-3-4-1,E Ab Eb Ab Bb,1 3 b5 7 ,
Emaj7#11,maj7#11,x,7,8,8,9,x,x,1,2,3,4,x,,E,Bb,Eb,Ab,,,1,b5,7,3,,x-7-8-8-9-x,x-1-2-3-4-x,E Bb Eb Ab,1 3 b5 7 ,
Emaj7#11,maj7#11,x,x,14,15,16,16,x,x,1,2,3,3,,,E,Bb,Eb,Ab,,,1,b5,7,3,x-x-14-15-16-16,x-x-1-2-3-3,E Bb Eb Ab,1 3 b5 7 ,
Emaj9,maj9,0,2,1,1,0,2,0,2,1,1,0,4,E,B,Eb,Ab,B,Gb,1,5,7,3,5,2,0-2-1-1-0-2,0-2-1-1-0-4,E B Eb Ab B Gb,1 2 3 5 7 ,
Emaj9,maj9,0,2,1,1,0,2,0,3,1,2,0,4,E,B,Eb,Ab,B,Gb,1,5,7,3,5,2,0-2-1-1-0-2,0-3-1-2-0-4,E B Eb Ab B Gb,1 2 3 5 7 ,
Emaj9,maj9,x,14,13,11,9,x,x,4,3,2,1,x,,B,Eb,Gb,Ab,,,5,7,2,3,,x-14-13-11-9-x,x-4-3-2-1-x,B Eb Gb Ab,2 3 5 7 ,
Emaj9,maj9,11,x,9,11,9,x,3,x,1,4,1,x,Eb,,B,Gb,Ab,,7,,5,2,3,,11-x-9-11-9-x,3-x-1-4-1-x,Eb B Gb Ab,2 3 5 7 ,
Emaj9,maj9,x,7,4,4,4,4,x,4,1,1,1,1,,E,Gb,B,Eb,Ab,,1,2,5,7,3,x-7-4-4-4-4,x-4-1-1-1-1,E Gb B Eb Ab,1 2 3 5 7 ,
Emaj9,maj9,x,7,6,8,7,x,x,2,1,4,3,x,,E,Ab,Eb,Gb,,,1,3,7,2,,x-7-6-8-7-x,x-2-1-4-3-x,E Ab Eb Gb,1 2 3 7 ,
Emaj9,maj9,x,x,14,13,16,14,x,x,2,1,4,3,,,E,Ab,Eb,Gb,,,1,3,7,2,x-x-14-13-16-14,x-x-2-1-4-3,E Ab Eb Gb,1 2 3 7 ,
Emb6,mb6,0,2,2,0,1,0,0,2,3,0,1,0,E,B,E,G,C,E,1,5,1,b3,b6,1,0-2-2-0-1-0,0-2-3-0-1-0,E B E G C E,1 b3 5 b6 ,
Emb6,mb6,7,x,x,9,8,8,1,x,x,4,2,3,B,,,E,G,C,5,,,1,b3,b6,7-x-x-9-8-8,1-x-x-4-2-3,B E G C,1 b3 5 b6 ,
Emb6,mb6,12,14,14,12,13,12,1,3,4,1,2,1,E,B,E,G,C,E,1,5,1,b3,b6,1,12-14-14-12-13-12,1-3-4-1-2-1,E B E G C E,1 b3 5 b6 ,
Emb6,mb6,x,7,5,5,5,7,x,3,1,1,1,4,,E,G,C,E,B,,1,b3,b6,1,5,x-7-5-5-5-7,x-3-1-1-1-4,E G C E B,1 b3 5 b6 ,
Emb6,mb6,x,10,10,9,12,x,x,2,3,1,4,x,,G,C,E,B,,,b3,b6,1,5,,x-10-10-9-12-x,x-2-3-1-4-x,G C E B,1 b3 5 b6 ,
Esus2,sus2,12,x,x,11,12,12,2,x,x,1,3,4,E,,,Gb,B,E,1,,,2,5,1,12-x-x-11-12-12,2-x-x-1-3-4,E Gb B E,1 2 5 ,
Esus2,sus2,x,2,4,4,x,0,0,1,3,4,0,0,,B,Gb,B,,E,,5,2,5,,1,x-2-4-4-x-0,0-1-3-4-0-0,B Gb B E,1 2 5 ,
Esus2,sus2,x,7,9,9,7,7,x,1,3,4,1,1,,E,B,E,Gb,B,,1,5,1,2,5,x-7-9-9-7-7,x-1-3-4-1-1,E B E Gb B,1 2 5 ,
Esus2,sus2,x,9,9,9,12,12,x,1,1,1,4,4,,Gb,B,E,B,E,,2,5,1,5,1,x-9-9-9-12-12,x-1-1-1-4-4,Gb B E B E,1 2 5 ,
Esus2,sus2,x,x,2,4,5,2,x,x,1,3,4,1,,,E,B,E,Gb,,,1,5,1,2,x-x-2-4-5-2,x-x-1-3-4-1,E B E Gb,1 2 5 ,
Esus2,sus2,x,x,4,4,5,7,x,x,1,1,2,4,,,Gb,B,E,B,,,2,5,1,5,x-x-4-4-5-7,x-x-1-1-2-4,Gb B E B,1 2 5 ,
Esus4,sus4,0,2,2,2,0,0,0,2,3,4,0,0,E,B,E,A,B,E,1,5,1,4,5,1,0-2-2-2-0-0,0-2-3-4-0-0,E B E A B E,1 4 5 ,
Esus4,sus4,0,2,2,2,0,0,x,2,3,4,0,0,E,B,E,A,B,E,1,5,1,4,5,1,0-2-2-2-0-0,x-2-3-4-0-0,E B E A B E,1 4 5 ,
Esus4,sus4,12,12,14,14,12,12,1,1,3,4,1,1,E,A,E,A,B,E,1,4,1,4,5,1,12-12-14-14-12-12,1-1-3-4-1-1,E A E A B E,1 4 5 ,
Esus4,sus4,x,7,9,9,10,x,x,1,2,3,4,x,,E,B,E,A,,,1,5,1,4,,x-7-9-9-10-x,x-1-2-3-4-x,E B E A,1 4 5 ,
Esus4,sus4,x,x,2,4,5,5,x,x,1,3,4,4,,,E,B,E,A,,,1,5,1,4,x-x-2-4-5-5,x-x-1-3-4-4,E B E A,1 4 5 ,
Esus4,sus4,x,x,9,9,10,12,x,x,1,1,2,4,,,B,E,A,E,,,5,1,4,1,x-x-9-9-10-12,x-x-1-1-2-4,B E A E,1 4 5 ,
Eb,,11,10,8,8,8,x,4,3,1,1,1,x,Eb,G,Bb,Eb,G,,1,3,5,1,3,,11-10-8-8-8-x,4-3-1-1-1-x,Eb G Bb Eb G,1 3 5 ,
Eb,,11,13,13,12,11,11,1,3,4,2,1,1,Eb,Bb,Eb,G,Bb,Eb,1,5,1,3,5,1,11-13-13-12-11-11,1-3-4-2-1-1,Eb Bb Eb G Bb Eb,1 3 5 ,
Eb,,x,6,5,3,4,x,x,4,3,1,2,x,,Eb,G,Bb,Eb,,,1,3,5,1,,x-6-5-3-4-x,x-4-3-1-2-x,Eb G Bb Eb,1 3 5 ,
Eb,,x,6,8,8,8,x,x,1,3,3,3,x,,Eb,Bb,Eb,G,,,1,5,1,3,,x-6-8-8-8-x,x-1-3-3-3-x,Eb Bb Eb G,1 3 5 ,
Eb,,x,x,1,3,4,3,x,x,1,2,4,3,,,Eb,Bb,Eb,G,,,1,5,1,3,x-x-1-3-4-3,x-x-1-2-4-3,Eb Bb Eb G,1 3 5 ,
Eb,,x,x,5,3,4,3,0,0,4,1,3,2,,,G,Bb,Eb,G,,,3,5,1,3,x-x-5-3-4-3,0-0-4-1-3-2,G Bb Eb G,1 3 5 ,
Eb+,+,3,2,1,0,0,3,0,2,1,0,0,4,G,B,Eb,G,B,G,3,b6,1,3,b6,3,3-2-1-0-0-3,0-2-1-0-0-4,G B Eb G B G,1 3 b6 ,
Eb+,+,x,6,5,4,4,x,x,3,2,1,1,x,,Eb,G,B,Eb,,,1,3,b6,1,,x-6-5-4-4-x,x-3-2-1-1-x,Eb G B Eb,1 3 b6 ,
Eb+,+,x,6,x,8,8,7,x,1,x,3,4,2,,Eb,,Eb,G,B,,1,,1,3,b6,x-6-x-8-8-7,x-1-x-3-4-2,Eb Eb G B,1 3 b6 ,
Eb+,+,x,x,1,0,0,3,x,x,1,0,0,3,,,Eb,G,B,G,,,1,3,b6,3,x-x-1-0-0-3,x-x-1-0-0-3,Eb G B G,1 3 b6 ,
Eb+,+,x,x,5,4,4,3,x,x,4,2,3,1,,,G,B,Eb,G,,,3,b6,1,3,x-x-5-4-4-3,x-x-4-2-3-1,G B Eb G,1 3 b6 ,
Eb+,+,x,x,9,8,8,11,x,x,2,1,1,4,,,B,Eb,G,Eb,,,b6,1,3,1,x-x-9-8-8-11,x-x-2-1-1-4,B Eb G Eb,1 3 b6 ,
Eb+7,7,9,x,9,8,8,x,2,x,3,1,1,x,Db,,B,Eb,G,,b7,,b6,1,3,,9-x-9-8-8-x,2-x-3-1-1-x,Db B Eb G,1 3 b6 b7 ,
Eb+7,7,11,x,11,12,12,x,1,x,2,3,4,x,Eb,,Db,G,B,,1,,b7,3,b6,,11-x-11-12-12-x,1-x-2-3-4-x,Eb Db G B,1 3 b6 b7 ,
Eb+7,7,x,2,1,0,2,3,x,2,1,0,3,4,,B,Eb,G,Db,G,,b6,1,3,b7,3,x-2-1-0-2-3,x-2-1-0-3-4,B Eb G Db G,1 3 b6 b7 ,
Eb+7,7,x,6,5,4,2,x,x,4,3,2,1,x,,Eb,G,B,Db,,,1,3,b6,b7,,x-6-5-4-2-x,x-4-3-2-1-x,Eb G B Db,1 3 b6 b7 ,
Eb+7,7,x,6,9,6,8,7,x,1,4,1,3,2,,Eb,B,Db,G,B,,1,b6,b7,3,b6,x-6-9-6-8-7,x-1-4-1-3-2,Eb B Db G B,1 3 b6 b7 ,
Eb+7#9,+7#9,x,2,1,0,2,2,x,2,1,0,3,4,,B,Eb,G,Db,Gb,,b6,1,3,b7,b3,x-2-1-0-2-2,x-2-1-0-3-4,B Eb G Db Gb,1 b3 3 b6 b7 ,
Eb+7#9,+7#9,x,6,5,6,7,7,x,2,1,3,4,4,,Eb,G,Db,Gb,B,,1,3,b7,b3,b6,x-6-5-6-7-7,x-2-1-3-4-4,Eb G Db Gb B,1 b3 3 b6 b7 ,
Eb+7#9,+7#9,x,9,9,8,8,9,x,2,3,1,1,4,,Gb,B,Eb,G,Db,,b3,b6,1,3,b7,x-9-9-8-8-9,x-2-3-1-1-4,Gb B Eb G Db,1 b3 3 b6 b7 ,
Eb+7#9,+7#9,x,x,4,4,2,3,x,x,3,4,1,2,,,Gb,B,Db,G,,,b3,b6,b7,3,x-x-4-4-2-3,x-x-3-4-1-2,Gb B Db G,b3 3 b6 b7 ,
Eb+7#9,+7#9,x,x,11,12,12,14,x,x,1,2,2,4,,,Db,G,B,Gb,,,b7,3,b6,b3,x-x-11-12-12-14,x-x-1-2-2-4,Db G B Gb,b3 3 b6 b7 ,
Eb+7b9,+7b9,9,x,9,9,8,x,2,x,3,4,1,x,Db,,B,E,G,,b7,,b6,b2,3,,9-x-9-9-8-x,2-x-3-4-1-x,Db B E G,b2 3 b6 b7 ,
Eb+7b9,+7b9,x,2,1,0,2,0,x,2,1,0,3,0,,B,Eb,G,Db,E,,b6,1,3,b7,b2,x-2-1-0-2-0,x-2-1-0-3-0,B Eb G Db E,1 b2 3 b6 b7 ,
Eb+7b9,+7b9,x,6,5,6,5,7,x,2,1,3,1,4,,Eb,G,Db,E,B,,1,3,b7,b2,b6,x-6-5-6-5-7,x-2-1-3-1-4,Eb G Db E B,1 b2 3 b6 b7 ,
Eb+7b9,+7b9,x,x,2,4,2,3,x,x,1,3,1,2,,,E,B,Db,G,,,b2,b6,b7,3,x-x-2-4-2-3,x-x-1-3-1-2,E B Db G,b2 3 b6 b7 ,
Eb+7b9,+7b9,x,x,11,12,12,12,x,x,1,3,3,3,,,Db,G,B,E,,,b7,3,b6,b2,x-x-11-12-12-12,x-x-1-3-3-3,Db G B E,b2 3 b6 b7 ,
Eb+9,9,3,4,3,4,4,3,1,2,1,3,4,1,G,Db,F,B,Eb,G,3,b7,2,b6,1,3,3-4-3-4-4-3,1-2-1-3-4-1,G Db F B Eb G,1 2 3 b6 b7 ,
Eb+9,9,x,2,1,0,2,1,x,3,1,0,4,2,,B,Eb,G,Db,F,,b6,1,3,b7,2,x-2-1-0-2-1,x-3-1-0-4-2,B Eb G Db F,1 2 3 b6 b7 ,
Eb+9,9,x,6,5,6,6,7,x,2,1,3,3,4,,Eb,G,Db,F,B,,1,3,b7,2,b6,x-6-5-6-6-7,x-2-1-3-3-4,Eb G Db F B,1 2 3 b6 b7 ,
Eb+9,9,x,8,9,8,8,9,x,1,2,1,1,3,,F,B,Eb,G,Db,,2,b6,1,3,b7,x-8-9-8-8-9,x-1-2-1-1-3,F B Eb G Db,1 2 3 b6 b7 ,
Eb+9,9,x,10,11,10,12,11,x,1,2,1,4,3,,G,Db,F,B,Eb,,3,b7,2,b6,1,x-10-11-10-12-11,x-1-2-1-4-3,G Db F B Eb,1 2 3 b6 b7 ,
Eb11,11,4,4,5,6,4,4,1,1,2,3,1,1,Ab,Db,G,Db,Eb,Ab,4,b7,3,b7,1,4,4-4-5-6-4-4,1-1-2-3-1-1,Ab Db G Db Eb Ab,1 3 4 b7 ,
Eb11,11,6,6,6,6,6,3,4,4,4,4,4,1,Bb,Eb,Ab,Db,F,G,5,1,4,b7,2,3,6-6-6-6-6-3,4-4-4-4-4-1,Bb Eb Ab Db F G,1 2 3 4 5 b7 ,
Eb11,11,x,6,5,6,4,4,x,3,2,4,1,1,,Eb,G,Db,Eb,Ab,,1,3,b7,1,4,x-6-5-6-4-4,x-3-2-4-1-1,Eb G Db Eb Ab,1 3 4 b7 ,
Eb11,11,x,6,6,6,8,6,x,1,1,1,3,1,,Eb,Ab,Db,G,Bb,,1,4,b7,3,5,x-6-6-6-8-6,x-1-1-1-3-1,Eb Ab Db G Bb,1 3 4 5 b7 ,
Eb11,11,x,10,x,8,9,9,x,4,x,1,2,3,,G,,Eb,Ab,Db,,3,,1,4,b7,x-10-x-8-9-9,x-4-x-1-2-3,G Eb Ab Db,1 3 4 b7 ,
Eb11,11,x,x,1,1,2,3,x,x,1,1,2,3,,,Eb,Ab,Db,G,,,1,4,b7,3,x-x-1-1-2-3,x-x-1-1-2-3,Eb Ab Db G,1 3 4 b7 ,
Eb13,13,9,8,8,8,8,8,3,1,1,1,1,1,Db,F,Bb,Eb,G,C,b7,2,5,1,3,6,9-8-8-8-8-8,3-1-1-1-1-1,Db F Bb Eb G C,1 2 3 5 6 b7 ,
Eb13,13,11,x,11,12,13,x,1,x,2,3,4,x,Eb,,Db,G,C,,1,,b7,3,6,,11-x-11-12-13-x,1-x-2-3-4-x,Eb Db G C,1 3 6 b7 ,
Eb13,13,x,3,3,0,2,3,x,2,3,0,1,4,,C,F,G,Db,G,,6,2,3,b7,3,x-3-3-0-2-3,x-2-3-0-1-4,C F G Db G,2 3 6 b7 ,
Eb13,13,x,4,5,5,4,x,x,1,3,4,2,x,,Db,G,C,Eb,,,b7,3,6,1,,x-4-5-5-4-x,x-1-3-4-2-x,Db G C Eb,1 3 6 b7 ,
Eb13,13,x,6,5,6,6,8,x,2,1,3,3,4,,Eb,G,Db,F,C,,1,3,b7,2,6,x-6-5-6-6-8,x-2-1-3-3-4,Eb G Db F C,1 2 3 6 b7 ,
Eb13,13,x,6,5,6,8,8,0,2,1,3,4,4,,Eb,G,Db,G,C,,1,3,b7,3,6,x-6-5-6-8-8,0-2-1-3-4-4,Eb G Db G C,1 3 6 b7 ,
Eb13,13,x,x,11,8,8,8,x,x,4,1,1,1,,,Db,Eb,G,C,,,b7,1,3,6,x-x-11-8-8-8,x-x-4-1-1-1,Db Eb G C,1 3 6 b7 ,
Eb13sus4,13sus4,11,x,11,13,13,x,1,x,2,4,4,x,Eb,,Db,Ab,C,,1,,b7,4,6,,11-x-11-13-13-x,1-x-2-4-4-x,Eb Db Ab C,1 4 6 b7 ,
Eb13sus4,13sus4,x,3,1,1,2,1,x,3,1,1,2,1,,C,Eb,Ab,Db,F,,6,1,4,b7,2,x-3-1-1-2-1,x-3-1-1-2-1,C Eb Ab Db F,1 2 4 6 b7 ,
Eb13sus4,13sus4,x,4,x,5,4,4,x,1,x,4,2,3,,Db,,C,Eb,Ab,,b7,,6,1,4,x-4-x-5-4-4,x-1-x-4-2-3,Db C Eb Ab,1 4 6 b7 ,
Eb13sus4,13sus4,x,6,6,6,6,8,x,1,1,1,1,3,,Eb,Ab,Db,F,C,,1,4,b7,2,6,x-6-6-6-6-8,x-1-1-1-1-3,Eb Ab Db F C,1 2 4 6 b7 ,
Eb13sus4,13sus4,x,x,11,8,9,8,x,x,4,1,2,1,,,Db,Eb,Ab,C,,,b7,1,4,6,x-x-11-8-9-8,x-x-4-1-2-1,Db Eb Ab C,1 4 6 b7 ,
Eb5,5,11,13,13,x,x,x,1,3,4,x,x,x,Eb,Bb,Eb,,,,1,5,1,,,,11-13-13-x-x-x,1-3-4-x-x-x,Eb Bb Eb,1 5 ,
Eb5,5,x,6,8,8,x,x,x,1,3,4,x,x,,Eb,Bb,Eb,,,,1,5,1,,,x-6-8-8-x-x,x-1-3-4-x-x,Eb Bb Eb,1 5 ,
